Marque,Modèle,Puissance Fiscale (CV),Puissance Moteur,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Type de Carburant,Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min
NISSAN,INTERSTAR Combi L1H1 3.3t 9/6/3PL 2.2dCi,7,66.0,M 5,10.7,7.5,8.7,231,GO,,,,
NISSAN,INTERSTAR Combi L1H1 3.3t 9/6/3PL 2.2dCi,7,66.0,M 5,10.7,7.5,8.7,231,GO,,,,
NISSAN,INTERSTAR Combi L1H1 3.3t 9/6/3PL 2.5dCi (115ch),9,84.0,M 6,10.7,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Combi L1H1 3.3t 9/6/3PL 2.5dCi (115ch),9,84.0,M 6,10.7,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Combi L1H1 3.3t 9/6/3PL 2.5dCi (115ch) BVR6,8,84.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L1H1 3.3t 9/6/3PL 2.5dCi (115ch) BVR6,8,84.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2  2.8t 9PL 2.2dCi (120ch),9,88.0,M 6,11.0,7.8,9.0,238,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL 2.2dCi,7,66.0,M 5,10.7,7.5,8.7,231,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL 2.5dCi (115ch),9,84.0,M 6,10.7,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL 2.5dCi (115ch) BVR6,8,84.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL L2H2 2.2dCi (100ch),8,74.0,M 6,10.7,7.8,8.8,232,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL L2H2 2.2dCi (100ch) BVR6,8,74.0,A 6,9.8,7.8,8.4,222,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL L2H2 2.2dCi (120ch),9,88.0,M 6,10.7,7.8,8.8,232,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL L2H2 2.2dCi (120ch),9,88.0,M 6,11.0,7.8,9.0,238,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL L2H2 2.2dCi (120ch) BVR6,8,88.0,A 6,9.8,7.8,8.4,222,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL L2H2 2.5dCi (145ch),10,107.0,M 6,11.0,7.8,9.0,238,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL L2H2 2.5dCi (145ch) BVR6,10,107.0,A 6,9.9,7.7,8.5,225,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL L2H22.2dCi (145ch),10,107.0,M 6,11.0,7.8,9.0,238,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 5/2PL L2H22.2dCi (145ch)  BVR6,10,107.0,A 6,9.9,7.7,8.5,225,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 6/3PL 2.2dCi,7,66.0,M 5,10.7,7.5,8.7,231,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 6/3PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 6/3PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 6/3PL 2.5dCi (115ch),9,84.0,M 6,10.7,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 6/3PL 2.5dCi (115ch) BVR6,8,84.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 8/5/2PL 2.2dCi,7,66.0,M 5,10.7,7.5,8.7,231,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 8/5/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 8/5/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.8,7.4,8.3,219,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 8/5/2PL 2.5dCi (115ch),9,84.0,M 6,10.7,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 8/5/2PL 2.5dCi (115ch) BVR6,8,84.0,A 6,9.8,7.4,8.3,219,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 9/6/3PL 2.2dCi,7,66.0,M 5,10.7,7.5,8.7,231,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 9/6/3PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 9/6/3PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.8,7.4,8.3,219,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 9/6/3PL 2.5dCi (115ch),9,84.0,M 6,10.9,7.8,8.9,237,GO,,,,
NISSAN,INTERSTAR Combi L2H2 2.8t 9/6/3PL 2.5dCi (115ch) BVR6,8,84.0,A 6,9.8,7.4,8.3,219,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.3t 5/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.3t 5/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.3t 6/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.8,7.4,8.3,219,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.3t 6/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.8,7.4,8.3,219,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.3t 8/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.3t 8/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.3t 9/6/3PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.3t 9/6/3PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 5/2PL 2.2dCi,7,66.0,M 5,10.7,7.5,8.7,231,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 5/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 5/2PL 2.5dCi (115ch),9,84.0,M 6,10.7,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 5/2PL 2.5dCi (115ch) BVR6,8,84.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 5/2PL 3.0dCi,10,100.0,M 6,13.6,8.4,10.3,272,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 6/3PL 2.2dCi,7,66.0,M 5,10.7,7.5,8.7,231,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 6/3PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 6/3PL 2.5dCi (115ch),9,84.0,M 6,10.7,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 6/3PL 2.5dCi (115ch) BVR6,8,84.0,A 6,9.6,7.4,8.2,217,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 6/3PL 3.0dCi,10,100.0,M 6,13.6,8.4,10.3,272,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 8/5/2PL 2.2dCi,7,66.0,M 5,10.7,7.5,8.7,231,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 8/5/2PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.8,7.4,8.3,219,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 8/5/2PL 2.5dCi (115ch),9,84.0,M 6,10.7,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 8/5/2PL 2.5dCi (115ch) BVR6,8,84.0,A 6,9.8,7.4,8.3,219,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 8/5/2PL 3.0dCi,11,100.0,M 6,14.1,8.6,10.6,282,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 9/6/3PL 2.2dCi,7,66.0,M 5,10.7,7.5,8.7,231,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 9/6/3PL 2.5dCi (100ch) BVR6,7,73.0,A 6,9.8,7.4,8.3,219,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 9/6/3PL 2.5dCi (115ch),9,84.0,M 6,10.9,7.8,8.9,237,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 9/6/3PL 2.5dCi (115ch) BVR6,8,84.0,A 6,9.8,7.4,8.3,219,GO,,,,
NISSAN,INTERSTAR Combi L2H2 3.5t 9/6/3PL 3.0dCi,10,100.0,M 6,14.0,8.6,10.5,277,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 8PL L1H1 2.2dCi (100ch),8,74.0,M 6,10.6,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 8PL L1H1 2.2dCi (100ch) BVR6,8,74.0,A 6,9.9,8.0,8.6,229,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 8PL L1H1 2.2dCi (120ch),9,88.0,M 6,10.6,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 8PL L1H1 2.2dCi (120ch),9,88.0,M 6,11.1,7.9,9.1,240,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 8PL L1H1 2.2dCi (120ch) BVR6,9,88.0,A 6,9.9,8.0,8.6,229,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 8PL L1H1 2.2dCi (145ch),10,107.0,M 6,11.1,7.9,9.1,240,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 8PL L1H1 2.2dCi (145ch)BVR6,10,107.0,A 6,10.1,7.9,8.7,230,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 8PL L1H1 2.5dCi (145ch),10,107.0,M 6,11.1,7.9,9.1,240,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 8PL L1H1 2.5dCi (145ch) BVR6,10,107.0,A 6,10.1,7.9,8.7,230,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 9PL L1H1 2.2dCi (100ch),8,74.0,M 6,10.6,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 9PL L1H1 2.2dCi (100ch) BVR6,8,74.0,A 6,9.9,8.0,8.6,229,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 9PL L1H1 2.2dCi (120ch),9,88.0,M 6,10.6,7.9,8.9,237,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 9PL L1H1 2.2dCi (120ch),9,88.0,M 6,11.1,7.9,9.1,240,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 9PL L1H1 2.2dCi (120ch) BVR6,9,88.0,A 6,9.9,8.0,8.6,229,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 9PL L1H1 2.2dCi (145ch),10,107.0,M 6,11.1,7.9,9.1,240,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 9PL L1H1 2.2dCi (145ch) BVR6,10,107.0,A 6,10.1,7.9,8.7,230,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 9PL L1H1 2.5dCi (145ch),10,107.0,M 6,11.1,7.9,9.1,240,GO,,,,
NISSAN,INTERSTAR Minibus  3.5t 9PL L1H1 2.5dCi (145ch) BVR6,10,107.0,A 6,10.1,7.9,8.7,230,GO,,,,
NISSAN,INTERSTAR Minibus L1H1 3.5t 8PL 2.2dCi,7,66.0,M 5,11.2,7.8,9.0,237,GO,,,,
NISSAN,INTERSTAR Minibus L1H1 3.5t 8PL 2.5dCi (100ch) BVR6,8,73.0,A 6,10.0,7.7,8.4,222,GO,,,,
NISSAN,INTERSTAR Minibus L1H1 3.5t 8PL 2.5dCi (115ch),9,84.0,M 6,11.1,8.2,9.2,246,GO,,,,
NISSAN,INTERSTAR Minibus L1H1 3.5t 8PL 2.5dCi (115ch) BVR6,8,84.0,A 6,10.0,7.7,8.4,222,GO,,,,
NISSAN,INTERSTAR Minibus L1H1 3.5t 8PL 3.0dCi,11,100.0,M 6,14.1,8.6,10.6,282,GO,,,,
NISSAN,INTERSTAR Minibus L1H1 3.5t 9PL 2.2dCi,7,66.0,M 5,11.2,7.8,9.0,237,GO,,,,
NISSAN,INTERSTAR Minibus L1H1 3.5t 9PL 2.5dCi (100ch) BVR6,8,73.0,A 6,10.0,7.7,8.4,222,GO,,,,
NISSAN,INTERSTAR Minibus L1H1 3.5t 9PL 2.5dCi (115ch),9,84.0,M 6,11.1,8.2,9.2,246,GO,,,,
NISSAN,INTERSTAR Minibus L1H1 3.5t 9PL 2.5dCi (115ch) BVR6,8,84.0,A 6,10.0,7.7,8.4,222,GO,,,,
NISSAN,INTERSTAR Minibus L1H1 3.5t 9PL 3.0dCi,11,100.0,M 6,14.1,8.6,10.6,282,GO,,,,
NISSAN,MICRA 3P 1.2L (65ch),5,48.0,M 5,7.4,5.1,5.9,143,ES,,,,
NISSAN,MICRA 3P 1.2L (65ch),5,48.0,M 5,7.4,5.1,5.9,143,ES,,,,
NISSAN,MICRA 3P 1.2L (80ch),5,59.0,M 5,7.4,5.1,5.9,143,ES,,,,
NISSAN,MICRA 3P 1.2L (80ch),5,59.0,M 5,7.4,5.1,5.9,143,ES,,,,
NISSAN,MICRA 3P 1.2L (80ch) BVA4,5,59.0,A 4,8.2,5.7,6.6,161,ES,,,,
NISSAN,MICRA 3P 1.2L (80ch) BVA4,5,59.0,A 4,8.2,5.7,6.6,161,ES,,,,
NISSAN,MICRA 3P 1.4L,6,65.0,M 5,7.9,5.4,6.3,154,ES,,,,
NISSAN,MICRA 3P 1.4L,6,65.0,M 5,7.9,5.4,6.3,154,ES,,,,
NISSAN,MICRA 3P 1.4L BVA4,6,65.0,A 4,8.7,5.7,6.8,163,ES,,,,
NISSAN,MICRA 3P 1.4L BVA4,6,65.0,A 4,8.7,5.7,6.8,163,ES,,,,
NISSAN,MICRA 3P 1.5dCi (65ch),4,48.0,M 5,5.6,4.0,4.6,122,GO,,,,
NISSAN,MICRA 3P 1.5dCi (65ch),4,48.0,M 5,5.6,4.0,4.6,122,GO,,,,
NISSAN,MICRA 3P 1.5dCi (82ch),5,60.0,M 5,5.4,4.0,4.5,119,GO,,,,
NISSAN,MICRA 3P 1.5dCi (82ch),5,63.0,M 5,5.3,4.3,4.7,125,GO,,,,
NISSAN,MICRA 3P 1.5dCi (82ch),5,63.0,M 5,5.3,4.3,4.7,125,GO,,,,
NISSAN,MICRA 3P 1.5dCi (82ch),4,50.0,M 5,5.4,4.5,4.8,128,GO,,,,
NISSAN,MICRA 3P 1.5dCi (82ch),4,50.0,M 5,5.4,4.5,4.8,128,GO,,,,
NISSAN,MICRA 3P 1.6L,7,81.0,M 5,8.7,5.4,6.6,158,ES,,,,
NISSAN,MICRA 5P 1.2L (65ch),5,48.0,M 5,7.4,5.1,5.9,143,ES,,,,
NISSAN,MICRA 5P 1.2L (65ch),5,48.0,M 5,7.4,5.1,5.9,143,ES,,,,
NISSAN,MICRA 5P 1.2L (80ch),5,59.0,M 5,7.4,5.1,5.9,143,ES,,,,
NISSAN,MICRA 5P 1.2L (80ch),5,59.0,M 5,7.4,5.1,5.9,143,ES,,,,
NISSAN,MICRA 5P 1.2L (80ch) BVA4,5,59.0,A 4,8.2,5.7,6.6,161,ES,,,,
NISSAN,MICRA 5P 1.2L (80ch) BVA4,5,59.0,A 4,8.2,5.7,6.6,161,ES,,,,
NISSAN,MICRA 5P 1.4L,6,65.0,M 5,7.9,5.4,6.3,154,ES,,,,
NISSAN,MICRA 5P 1.4L,6,65.0,M 5,7.9,5.4,6.3,154,ES,,,,
NISSAN,MICRA 5P 1.4L BVA4,6,65.0,A 4,8.7,5.7,6.8,163,ES,,,,
NISSAN,MICRA 5P 1.4L BVA4,6,65.0,A 4,8.7,5.7,6.8,163,ES,,,,
NISSAN,MICRA 5P 1.5dCi (65ch),4,48.0,M 5,5.6,4.0,4.6,122,GO,,,,
NISSAN,MICRA 5P 1.5dCi (65ch),4,48.0,M 5,5.6,4.0,4.6,122,GO,,,,
NISSAN,MICRA 5P 1.5dCi (82ch),5,60.0,M 5,5.4,4.0,4.5,119,GO,,,,
NISSAN,MICRA 5P 1.5dCi (82ch),5,60.0,M 5,5.4,4.0,4.5,119,GO,,,,
NISSAN,MICRA 5P 1.5dCi (82ch),5,63.0,M 5,5.3,4.3,4.7,125,GO,,,,
NISSAN,MICRA 5P 1.5dCi (82ch),5,63.0,M 5,5.3,4.3,4.7,125,GO,,,,
NISSAN,MICRA 5P 1.5dCi (82ch),4,50.0,M 5,5.4,4.5,4.8,128,GO,,,,
NISSAN,MICRA 5P 1.5dCi (82ch),4,50.0,M 5,5.4,4.5,4.8,128,GO,,,,
NISSAN,MICRA 5P 1.6L,7,81.0,M 5,8.7,5.4,6.6,158,ES,,,,
NISSAN,MICRA C+C 1.4L,6,65.0,M 5,8.2,5.6,6.6,158,ES,,,,
NISSAN,MICRA C+C 1.6L,7,81.0,M 5,8.7,5.6,6.7,160,ES,,,,
NISSAN,MICRA C+C 1.6L BVA4,7,81.0,A 4,10.1,5.8,7.4,175,ES,,,,
NISSAN,MURANO 3.5L V6,17,172.0,V 0,17.2,9.5,12.3,295,ES,,,,
NISSAN,MURANO 3.5L V6,17,172.0,V 0,17.2,9.5,12.3,295,ES,,,,
NISSAN,NOTE 1.4L,6,65.0,M 5,7.9,5.3,6.3,150,ES,,,,
NISSAN,NOTE 1.5dCi  (86ch),5,63.0,M 5,5.9,4.6,5.1,135,GO,,,,
NISSAN,NOTE 1.5dCi (68ch),4,50.0,M 5,5.8,4.7,5.1,135,GO,,,,
NISSAN,NOTE 1.6L,7,81.0,M 5,8.5,5.5,6.6,156,ES,,,,
NISSAN,NOTE 1.6L BVA4,7,81.0,A 4,9.3,5.6,7.0,166,ES,,,,
NISSAN,PATHFINDER 2.5dCi,12,128.0,M 6,11.5,7.6,9.0,238,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,128.0,M 6,11.5,7.6,9.0,238,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,128.0,M 6,11.5,7.6,9.0,238,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,128.0,M 6,11.5,7.6,9.0,238,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,128.0,M 6,11.5,7.6,9.0,238,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,128.0,M 6,11.5,7.6,9.0,238,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,126.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,120.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,120.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,120.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,120.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,120.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,120.0,M 6,12.0,8.5,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,120.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi,12,120.0,M 6,12.0,8.6,9.8,264,GO,,,,
NISSAN,PATHFINDER 2.5dCi BVA5,12,128.0,A 5,13.2,8.3,10.1,267,GO,,,,
NISSAN,PATHFINDER 2.5dCi BVA5,13,126.0,A 5,12.9,9.1,10.5,283,GO,,,,
NISSAN,PATHFINDER 2.5dCi BVA5,13,126.0,A 5,12.9,9.1,10.5,283,GO,,,,
NISSAN,PATHFINDER 2.5dCi BVA5,12,120.0,A 5,12.9,9.1,10.5,283,GO,,,,
NISSAN,PATHFINDER 4.0L V6,20,198.0,A 5,18.7,10.5,13.5,327,ES,,,,
NISSAN,PATROL GR COURT 3.0L Di,12,118.0,M 5,14.3,8.8,10.8,288,GO,,,,
NISSAN,PATROL GR COURT 3.0L Di,12,118.0,M 5,14.1,9.2,10.9,288,GO,,,,
NISSAN,PATROL GR COURT 3.0L Di,12,118.0,M 5,14.3,8.8,10.8,288,GO,,,,
NISSAN,PATROL GR COURT 3.0L Di,12,118.0,M 5,14.1,9.2,10.9,288,GO,,,,
NISSAN,PATROL GR COURT 3.0L Di,12,118.0,M 5,14.3,8.8,10.8,288,GO,,,,
NISSAN,PATROL GR COURT 3.0L Di,12,118.0,M 5,14.1,9.2,10.9,288,GO,,,,
NISSAN,PATROL GR COURT 3.0L Di BVA4,12,118.0,A 4,13.9,9.1,10.8,287,GO,,,,
NISSAN,PATROL GR COURT 3.0L Di BVA4,13,118.0,A 4,14.3,10.3,11.8,313,GO,,,,
NISSAN,PATROL GR COURT 4.8L,21,180.0,A 5,25.0,14.3,18.2,428,ES,,,,
NISSAN,PATROL GR LONG 3.0L Di 5PL,12,118.0,M 5,14.3,8.8,10.8,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 5PL,12,118.0,M 5,14.1,9.2,10.9,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 5PL,12,118.0,M 5,14.3,8.8,10.8,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 5PL,12,118.0,M 5,14.1,9.2,10.9,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 5PL,12,118.0,M 5,14.3,8.8,10.8,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 5PL,12,118.0,M 5,14.1,9.2,10.9,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 7PL,12,118.0,M 5,14.3,8.8,10.8,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 7PL,12,118.0,M 5,14.1,9.2,10.9,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 7PL,12,118.0,M 5,14.3,8.8,10.8,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 7PL,12,118.0,M 5,14.1,9.2,10.9,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 7PL,12,118.0,M 5,14.3,8.8,10.8,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di 7PL,12,118.0,M 5,14.1,9.2,10.9,288,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di BVA4 5PL,12,118.0,A 4,13.9,9.1,10.8,287,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di BVA4 5PL,13,118.0,A 4,14.3,10.3,11.8,313,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di BVA4 7PL,12,118.0,A 4,13.9,9.1,10.8,287,GO,,,,
NISSAN,PATROL GR LONG 3.0L Di BVA4 7PL,13,118.0,A 4,14.3,10.3,11.8,313,GO,,,,
NISSAN,PATROL GR LONG 4.8L 7PL,21,180.0,A 5,25.0,14.3,18.2,428,ES,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 6PL 2.0dCi (115ch) BVR6,8,84.0,A 6,8.9,7.2,7.8,207,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 6PL 2.0dCi (115ch) BVR6,8,84.0,A 6,9.1,7.4,8.0,213,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 6PL 2.5dCi (115ch),8,84.0,M 6,10.5,7.7,8.8,232,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 6PL 2.5dCi (115ch),8,84.0,M 6,10.5,7.7,8.8,232,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 6PL 2.5dCi (140ch),9,99.0,M 6,10.3,7.7,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 6PL 2.5dCi (140ch) BVR6,9,99.0,A 6,9.4,7.0,7.8,206,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 6PL 2.5dCi (140ch) BVR6,9,99.0,A 6,9.5,7.1,7.9,209,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (100ch),7,74.0,M 6,9.3,6.8,7.7,205,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (100ch),7,74.0,M 6,9.3,6.8,7.7,205,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (100ch),7,74.0,M 6,9.6,6.9,7.9,210,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (82ch),6,60.0,M 5,9.3,6.8,7.7,205,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (82ch),6,60.0,M 5,9.3,6.8,7.7,205,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (82ch),7,60.0,M 5,9.6,6.9,7.9,210,GO,,,,
